Type,Latitude,Longitude,Report Location
Latte Spills,47.6821,-122.2921,"(47.6821422239942, -122.292053636323)"
Latte Spills,47.6932,-122.3325,"(47.693184076894, -122.332516066162)"
Latte Spills,47.6927,-122.372,"(47.6926744863675, -122.372002450768)"
Latte Spills,47.6961,-122.3693,"(47.6961297394249, -122.369271877305)"
Latte Spills,47.6795,-122.3064,"(47.6794963015685, -122.306428016536)"
Latte Spills,47.6811,-122.3188,"(47.6810521547905, -122.318784575408)"
Latte Spills,47.6944,-122.3661,"(47.6943750690283, -122.36611953697)"
Latte Spills,47.6849,-122.3467,"(47.6849101073365, -122.346663208867)"
Latte Spills,47.6799,-122.3543,"(47.6799287841421, -122.354256712429)"
Latte Spills,47.6919,-122.3252,"(47.6919307098377, -122.325208531842)"
Latte Spills,47.6919,-122.3598,"(47.6919204819728, -122.35981958584)"
Latte Spills,47.6933,-122.2784,"(47.6932500558104, -122.278444661434)"
Latte Spills,47.6744,-122.2831,"(47.6743628488883, -122.283127977069)"
Latte Spills,47.6923,-122.3711,"(47.6923296724819, -122.371118118567)"
Latte Spills,47.684,-122.3105,"(47.6839887570989, -122.310546403774)"
Latte Spills,47.6906,-122.2915,"(47.6905516743838, -122.291513335742)"
Latte Spills,47.6823,-122.3385,"(47.6822754753639, -122.338527583028)"
Latte Spills,47.6795,-122.3304,"(47.6794828354242, -122.330406676335)"
Latte Spills,47.6981,-122.2774,"(47.6980529282215, -122.277447033749)"
Latte Spills,47.699,-122.3239,"(47.6990282731173, -122.323863891747)"
Latte Spills,47.6784,-122.3271,"(47.6784292304082, -122.327060182391)"
Latte Spills,47.6941,-122.3365,"(47.6941163950391, -122.336480657582)"
Latte Spills,47.697,-122.3522,"(47.6969849519011, -122.352195001141)"
Latte Spills,47.6839,-122.3776,"(47.6839357792671, -122.377557584817)"
Latte Spills,47.6905,-122.3598,"(47.6905325386176, -122.35975706965)"
Latte Spills,47.696,-122.3322,"(47.69601463414, -122.332215493225)"
Latte Spills,47.6881,-122.3124,"(47.6881011545538, -122.312390239318)"
Latte Spills,47.6974,-122.3296,"(47.6973631831034, -122.329602785086)"
Latte Spills,47.6837,-122.2979,"(47.6836559358194, -122.297947180349)"
Latte Spills,47.672,-122.3221,"(47.6719504211668, -122.322134867967)"
Latte Spills,47.6893,-122.3619,"(47.6893252483982, -122.361934164591)"
Latte Spills,47.6807,-122.2781,"(47.680702823699, -122.27807445616)"
Latte Spills,47.6837,-122.3129,"(47.6836589004148, -122.312893843594)"
Latte Spills,47.6836,-122.3703,"(47.6836420411028, -122.370346746041)"
Latte Spills,47.6927,-122.3498,"(47.692697310793, -122.349842360159)"
Latte Spills,47.6799,-122.35,"(47.6799414847853, -122.350032774117)"
Latte Spills,47.6904,-122.3155,"(47.6904401964526, -122.315486268362)"
Latte Spills,47.6962,-122.2773,"(47.6961726735834, -122.277309972792)"
Latte Spills,47.6896,-122.2979,"(47.6896474215841, -122.297928397962)"
Latte Spills,47.6752,-122.2858,"(47.6751787639576, -122.285844307917)"
Latte Spills,47.6745,-122.38,"(47.6745054063518, -122.37997761745)"
Latte Spills,47.6739,-122.3018,"(47.6738788241608, -122.3017803204)"
Latte Spills,47.6759,-122.3587,"(47.6758680837737, -122.358702584696)"
Latte Spills,47.6947,-122.3744,"(47.6946934860401, -122.374416129108)"
Latte Spills,47.6713,-122.3001,"(47.6713024369433, -122.300143720229)"
Latte Spills,47.6899,-122.3663,"(47.689853542389, -122.366341347295)"
Latte Spills,47.6851,-122.2884,"(47.6850735785739, -122.288422158685)"
Latte Spills,47.6982,-122.3623,"(47.6981713479001, -122.36234125063)"
Latte Spills,47.685,-122.2767,"(47.6850435856744, -122.276698541415)"
Latte Spills,47.6803,-122.2879,"(47.6803261989415, -122.287854599583)"
Latte Spills,47.6806,-122.3431,"(47.6806408656082, -122.343147149799)"
Latte Spills,47.6732,-122.3739,"(47.6731620068903, -122.373933918142)"
Latte Spills,47.6791,-122.3502,"(47.6791264960434, -122.350161362376)"
Latte Spills,47.6765,-122.3051,"(47.6764544559894, -122.305116655673)"
Latte Spills,47.6911,-122.3773,"(47.6911234790818, -122.377308952712)"
Latte Spills,47.6842,-122.2882,"(47.6841569384316, -122.288241146712)"
Latte Spills,47.6963,-122.2797,"(47.6963118799579, -122.279711667292)"
Latte Spills,47.683,-122.3408,"(47.6829638531896, -122.340794047195)"
Latte Spills,47.6802,-122.3222,"(47.6801524659815, -122.322183598575)"
Latte Spills,47.6744,-122.3394,"(47.6743763615631, -122.33938345485)"
Latte Spills,47.6806,-122.3295,"(47.6806159530792, -122.329503734847)"
Latte Spills,47.6828,-122.3208,"(47.6828352952613, -122.320819529404)"
Latte Spills,47.692,-122.2769,"(47.6919726221767, -122.276946144379)"
Latte Spills,47.6776,-122.3255,"(47.6776490403063, -122.325522440935)"
Latte Spills,47.6963,-122.3264,"(47.6963116073217, -122.326425622859)"
Latte Spills,47.6994,-122.3122,"(47.6994325068177, -122.31220172861)"
Latte Spills,47.6966,-122.3728,"(47.6965508737769, -122.37275046685)"
Latte Spills,47.6736,-122.3614,"(47.673560254732, -122.361367368128)"
Latte Spills,47.685,-122.2893,"(47.6849967781467, -122.289324157582)"
Latte Spills,47.6728,-122.3629,"(47.6727868602954, -122.362867018574)"
Latte Spills,47.6829,-122.2771,"(47.6828507715763, -122.277062816835)"
Latte Spills,47.6975,-122.2814,"(47.6974804229823, -122.281376917912)"
Latte Spills,47.6783,-122.2949,"(47.6783318293732, -122.294900643581)"
Latte Spills,47.687,-122.3021,"(47.6870497466777, -122.302103195345)"
Latte Spills,47.6796,-122.3283,"(47.6796109185095, -122.328288664521)"
Latte Spills,47.6885,-122.3691,"(47.6884613809314, -122.369087769546)"
Latte Spills,47.6838,-122.3317,"(47.6838257266809, -122.331740357525)"
Latte Spills,47.6758,-122.3743,"(47.6757989972389, -122.374342571505)"
Latte Spills,47.6915,-122.3624,"(47.6915421473009, -122.362434000038)"
Latte Spills,47.6818,-122.3307,"(47.6818469117377, -122.330679632384)"
Latte Spills,47.6949,-122.3386,"(47.6949111148812, -122.338556833271)"
Latte Spills,47.6867,-122.3514,"(47.6866698725358, -122.351403306383)"
Latte Spills,47.6953,-122.3495,"(47.6953452538072, -122.349453305111)"
Latte Spills,47.6933,-122.3249,"(47.6933133552514, -122.324870725924)"
Latte Spills,47.6968,-122.3057,"(47.6967987459363, -122.305730410818)"
Latte Spills,47.6741,-122.2915,"(47.6740711462097, -122.291533281499)"
Latte Spills,47.6739,-122.2937,"(47.6738830322767, -122.293683284002)"
Latte Spills,47.684,-122.3538,"(47.6839841401441, -122.353803156017)"
Latte Spills,47.6754,-122.3001,"(47.6754093974175, -122.300051156061)"
Latte Spills,47.6881,-122.3294,"(47.6881449174764, -122.329431412343)"
Latte Spills,47.6708,-122.3137,"(47.6708306729002, -122.313728054482)"
Latte Spills,47.6916,-122.3222,"(47.6915887351251, -122.322157167611)"
Latte Spills,47.6899,-122.2751,"(47.6899440559822, -122.275106747433)"
Latte Spills,47.671,-122.2758,"(47.6709577442968, -122.275807508238)"
Latte Spills,47.6932,-122.3704,"(47.6931531019888, -122.370418381262)"
Latte Spills,47.6715,-122.2916,"(47.6715174352303, -122.291609196718)"
Latte Spills,47.6963,-122.2806,"(47.6962873463917, -122.280604736197)"
Latte Spills,47.6712,-122.2809,"(47.6711905846592, -122.28087252398)"
Latte Spills,47.6866,-122.3796,"(47.6866373955167, -122.379640126765)"
Latte Spills,47.6958,-122.2842,"(47.69581907767, -122.284235684059)"
Latte Spills,47.6882,-122.3553,"(47.6881610431285, -122.355303843905)"
Latte Spills,47.6935,-122.3006,"(47.6934852477186, -122.300567235196)"
Latte Spills,47.6767,-122.2957,"(47.6767073558814, -122.295685334514)"
Latte Spills,47.6832,-122.3599,"(47.6831916649961, -122.359900132691)"
Latte Spills,47.6806,-122.3051,"(47.6806052495854, -122.305107565894)"
Latte Spills,47.6754,-122.356,"(47.6754041283124, -122.356027099853)"
Latte Spills,47.6782,-122.3651,"(47.678189192854, -122.365140988626)"
Latte Spills,47.6811,-122.3625,"(47.6810830456218, -122.362506130259)"
Latte Spills,47.6825,-122.3162,"(47.6824821551443, -122.316173119631)"
Latte Spills,47.6881,-122.3178,"(47.688111852289, -122.317771293539)"
Latte Spills,47.6727,-122.3368,"(47.6726660244118, -122.336818614429)"
Latte Spills,47.6951,-122.311,"(47.6951477779754, -122.310962877474)"
Latte Spills,47.685,-122.3404,"(47.6850009918584, -122.340377404609)"
Latte Spills,47.6835,-122.2875,"(47.6835068122043, -122.287512998867)"
Latte Spills,47.6904,-122.3147,"(47.6904010544972, -122.314742164571)"
Latte Spills,47.6733,-122.3237,"(47.6732880192808, -122.32374933258)"
Latte Spills,47.6904,-122.343,"(47.690385978861, -122.343017891156)"
Latte Spills,47.6835,-122.3712,"(47.6835169808739, -122.37115124684)"
Latte Spills,47.6864,-122.356,"(47.6863669550931, -122.355995020795)"
Latte Spills,47.6901,-122.3562,"(47.6900551738321, -122.356193223525)"
Latte Spills,47.6703,-122.2924,"(47.6703476189177, -122.29243290326)"
Latte Spills,47.6893,-122.3153,"(47.6893210953678, -122.315325848835)"
Latte Spills,47.6928,-122.3028,"(47.692830002387, -122.302767426908)"
Latte Spills,47.6837,-122.317,"(47.6837192308912, -122.316991228605)"
Latte Spills,47.6851,-122.3627,"(47.6851442627976, -122.362700556697)"
Latte Spills,47.6809,-122.2824,"(47.6808962467631, -122.282414670625)"
Latte Spills,47.6711,-122.2889,"(47.6710847890512, -122.288924672099)"
Latte Spills,47.6815,-122.2798,"(47.6815207989315, -122.279790106825)"
Latte Spills,47.677,-122.3126,"(47.6769954288524, -122.312588064168)"
Latte Spills,47.6814,-122.3545,"(47.6813574957778, -122.354504440851)"
Latte Spills,47.6747,-122.3258,"(47.6747261781171, -122.325830475651)"
Latte Spills,47.6852,-122.3225,"(47.6852243893115, -122.322458396299)"
Latte Spills,47.6842,-122.2979,"(47.6841751464092, -122.297878272848)"
Latte Spills,47.6922,-122.3491,"(47.6922368414161, -122.349084741299)"
Latte Spills,47.6812,-122.2966,"(47.6812450431703, -122.296631231126)"
Latte Spills,47.693,-122.3041,"(47.6930354282321, -122.304077287002)"
Latte Spills,47.6707,-122.3439,"(47.6706857617428, -122.343863814715)"
Latte Spills,47.676,-122.3019,"(47.6759920265768, -122.301860786102)"
Latte Spills,47.6993,-122.3009,"(47.6993064616096, -122.300949995927)"
Latte Spills,47.6864,-122.3361,"(47.6863849496515, -122.336109762874)"
Latte Spills,47.6814,-122.2953,"(47.6814228462233, -122.295346946854)"
Latte Spills,47.6725,-122.2959,"(47.6725433636796, -122.295921126281)"
Latte Spills,47.6755,-122.3234,"(47.6754826843744, -122.323370648601)"
Latte Spills,47.6803,-122.2934,"(47.680278212829, -122.293418986966)"
Latte Spills,47.6898,-122.3215,"(47.689803007696, -122.321534250072)"
Latte Spills,47.6785,-122.3249,"(47.6785047192182, -122.324873607267)"
Latte Spills,47.6747,-122.3085,"(47.6746653324266, -122.308527838818)"
Latte Spills,47.6746,-122.3241,"(47.6746348862823, -122.324069725749)"
Latte Spills,47.6728,-122.3574,"(47.6728320196532, -122.357427216916)"
Latte Spills,47.6821,-122.3163,"(47.6820857733379, -122.316300103077)"
Latte Spills,47.6861,-122.2982,"(47.6861079325725, -122.298187376773)"
Latte Spills,47.693,-122.327,"(47.6930324694808, -122.326954613563)"
Latte Spills,47.6795,-122.2911,"(47.6795379916972, -122.291117366581)"
Latte Spills,47.6717,-122.3311,"(47.6716920408072, -122.331075680067)"
Latte Spills,47.6947,-122.3466,"(47.6946698069288, -122.346630583407)"
Latte Spills,47.6845,-122.3124,"(47.6844524323372, -122.312375322195)"
Latte Spills,47.6858,-122.3214,"(47.6857953890119, -122.321432039018)"
Latte Spills,47.6844,-122.2754,"(47.6844442583079, -122.27536671711)"
Latte Spills,47.6965,-122.3309,"(47.6964594624223, -122.33090861866)"
Latte Spills,47.6934,-122.3462,"(47.6933883390257, -122.346237539048)"
Latte Spills,47.6723,-122.2842,"(47.6722530056906, -122.284174309125)"
Latte Spills,47.6896,-122.3348,"(47.6895636963075, -122.33475332988)"
Latte Spills,47.6813,-122.3204,"(47.6813352647742, -122.320353730237)"
Latte Spills,47.6785,-122.3529,"(47.6784707913042, -122.352881583478)"
Latte Spills,47.6923,-122.2969,"(47.6923294578975, -122.296860248475)"
Latte Spills,47.6994,-122.3547,"(47.699362028239, -122.354727506945)"
Latte Spills,47.6981,-122.2884,"(47.698080608901, -122.288420318474)"
Latte Spills,47.6983,-122.3349,"(47.6982971066976, -122.334853945763)"
Latte Spills,47.6732,-122.3409,"(47.6731766146925, -122.340930626386)"
Latte Spills,47.6927,-122.3173,"(47.6927266732002, -122.317331295693)"
Latte Spills,47.6727,-122.3214,"(47.6727047580549, -122.321395501594)"
Latte Spills,47.6705,-122.3219,"(47.6704553399637, -122.321901952774)"
Latte Spills,47.671,-122.3417,"(47.6709693528838, -122.341664954019)"
Latte Spills,47.6721,-122.3482,"(47.6720733752698, -122.348207034105)"
Latte Spills,47.6861,-122.2929,"(47.6861269344061, -122.292879655708)"
Latte Spills,47.6887,-122.2905,"(47.6886845154548, -122.290536232346)"
Latte Spills,47.6752,-122.3259,"(47.6751727140778, -122.325896497473)"
Latte Spills,47.6824,-122.3528,"(47.682441021847, -122.352831949916)"
Latte Spills,47.6774,-122.3704,"(47.6774387484228, -122.370429472896)"
Latte Spills,47.6902,-122.36,"(47.6901621449466, -122.359971918763)"
Latte Spills,47.6872,-122.2937,"(47.687210443672, -122.2937047722)"
Latte Spills,47.6746,-122.3707,"(47.6745825621478, -122.37069995941)"
Latte Spills,47.6902,-122.3169,"(47.6902261066535, -122.316906291426)"
Latte Spills,47.6801,-122.3356,"(47.6801093749206, -122.335578682747)"
Latte Spills,47.6807,-122.3431,"(47.6806764180238, -122.343124499734)"
Latte Spills,47.688,-122.2972,"(47.6879538580436, -122.29719988138)"
Latte Spills,47.6904,-122.3202,"(47.6903627502804, -122.320247132246)"
Latte Spills,47.6778,-122.2949,"(47.6777749803189, -122.294947488961)"
Latte Spills,47.6716,-122.3546,"(47.6715897988777, -122.354637502348)"
Latte Spills,47.6787,-122.3594,"(47.6787392172501, -122.359377055954)"
Latte Spills,47.6959,-122.3492,"(47.6959180367191, -122.34918685614)"
Latte Spills,47.6781,-122.3687,"(47.678112613461, -122.368693734654)"
Latte Spills,47.6968,-122.3678,"(47.6968291715702, -122.367828141714)"
Latte Spills,47.6768,-122.3434,"(47.6768041910043, -122.343409190052)"
Latte Spills,47.6767,-122.2754,"(47.6766915395457, -122.275372187414)"
Latte Spills,47.6809,-122.2775,"(47.6809047293572, -122.27750917322)"
Latte Spills,47.6711,-122.2922,"(47.6710880914777, -122.292222033198)"
Latte Spills,47.6993,-122.3187,"(47.6992540599829, -122.318723201345)"
Seal Attack,47.60334978,-122.4540746,"(47.6742315331424, -122.287801360859)"
Seal Attack,47.58223789,-122.4527943,"(47.675170769965, -122.357976298974)"
Seal Attack,47.61665197,-122.4561953,"(47.688848846069, -122.322528963258)"
Seal Attack,47.6071955,-122.455195,"(47.6734188569397, -122.362944876623)"
Seal Attack,47.60410247,-122.4373738,"(47.6855781203408, -122.318573570653)"
Seal Attack,47.61215082,-122.4305089,"(47.6726645087987, -122.276133847124)"
Seal Attack,47.59080747,-122.4568254,"(47.6793310457955, -122.302234364894)"
Seal Attack,47.59167898,-122.4428993,"(47.6925975385328, -122.275727471029)"
Seal Attack,47.5985401,-122.4340776,"(47.6726570146725, -122.281466481771)"
Seal Attack,47.60865073,-122.4576942,"(47.6978371140025, -122.374931187442)"
Seal Attack,47.58903651,-122.4481643,"(47.6831427127171, -122.304019890876)"
Seal Attack,47.60845803,-122.4601328,"(47.685746985717, -122.292238673516)"
Seal Attack,47.59237869,-122.4644432,"(47.696879477635, -122.341646159556)"
Seal Attack,47.58816407,-122.4516138,"(47.6802314673677, -122.307021850115)"
Seal Attack,47.61941441,-122.4518641,"(47.6974185294388, -122.365260973278)"
Seal Attack,47.59567326,-122.4609651,"(47.68346086095, -122.306251303516)"
Seal Attack,47.61242122,-122.4699401,"(47.6994164372396, -122.378091126609)"
Seal Attack,47.61980388,-122.4549334,"(47.6731034986142, -122.35427875121)"
Seal Attack,47.58922336,-122.4530707,"(47.6831763025094, -122.32431725078)"
Seal Attack,47.61571577,-122.4474083,"(47.6714036256778, -122.366660852)"
Seal Attack,47.61080176,-122.4696992,"(47.6843318292702, -122.308873374948)"
Seal Attack,47.61570666,-122.4608404,"(47.6908471660224, -122.367114439948)"
Seal Attack,47.60497164,-122.4374985,"(47.6823173285481, -122.300874635626)"
Seal Attack,47.61804929,-122.4612518,"(47.6832492836275, -122.303566181687)"
Seal Attack,47.58660693,-122.4421276,"(47.6703932871037, -122.3782378527)"
Seal Attack,47.60800738,-122.4345555,"(47.6827702685801, -122.321583248161)"
Seal Attack,47.60658633,-122.4421527,"(47.6950282247428, -122.32197426427)"
Seal Attack,47.60555573,-122.4668714,"(47.6944005800714, -122.347347997788)"
Seal Attack,47.598207,-122.4310275,"(47.679849920118, -122.30132511098)"
Seal Attack,47.5898518,-122.4519659,"(47.6705439606842, -122.288893576068)"
Seal Attack,47.59288852,-122.4685337,"(47.6877599835095, -122.353197221688)"
Seal Attack,47.60140966,-122.4379377,"(47.6786266773561, -122.283084479788)"
Seal Attack,47.58657961,-122.4505839,"(47.6925177538248, -122.328175279726)"
Seal Attack,47.59144204,-122.4374814,"(47.6952397824269, -122.291463483955)"
Seal Attack,47.58102227,-122.4458709,"(47.6900449039697, -122.291601744127)"
Seal Attack,47.59465273,-122.4396536,"(47.6771396112454, -122.32930387687)"
Seal Attack,47.59023318,-122.44343,"(47.6792309763924, -122.319732621611)"
Seal Attack,47.6184233,-122.4355097,"(47.6831111994635, -122.325143700832)"
Seal Attack,47.59278901,-122.4320313,"(47.6911080660395, -122.360097061651)"
Seal Attack,47.58559991,-122.4691306,"(47.6849652983975, -122.356257139525)"
Seal Attack,47.60990215,-122.449269,"(47.6803479787191, -122.343130968997)"
Seal Attack,47.58277356,-122.4369309,"(47.6992730857544, -122.276279142401)"
Seal Attack,47.59948088,-122.4512593,"(47.6845567922625, -122.374407958306)"
Seal Attack,47.61356117,-122.4368225,"(47.673409715961, -122.327783810247)"
Seal Attack,47.61761735,-122.4605648,"(47.6754412685107, -122.375631161333)"
Seal Attack,47.59646003,-122.4404858,"(47.6806266086324, -122.343934661503)"
Seal Attack,47.58385265,-122.457702,"(47.6807306199017, -122.364123335185)"
Seal Attack,47.58305644,-122.4660977,"(47.6978805982837, -122.287993989831)"
Seal Attack,47.60837248,-122.4504339,"(47.6832942908427, -122.362586720583)"
Seal Attack,47.59576682,-122.4578515,"(47.6967218456266, -122.320090751249)"
Marshawn Lynch Sighting,47.59278317,-122.309264,"(47.676181348593, -122.348308095274)"
Marshawn Lynch Sighting,47.60821963,-122.292475,"(47.6776112820712, -122.356516559972)"
Marshawn Lynch Sighting,47.60216365,-122.2930114,"(47.6843287383731, -122.370416364999)"
Marshawn Lynch Sighting,47.58695447,-122.2956854,"(47.6776222722786, -122.332652299253)"
Marshawn Lynch Sighting,47.59868082,-122.3002695,"(47.6821771402545, -122.337338662017)"
Marshawn Lynch Sighting,47.60853708,-122.3095238,"(47.6805710882904, -122.299124393388)"
Marshawn Lynch Sighting,47.58953001,-122.3067462,"(47.6855502506278, -122.364762818687)"
Marshawn Lynch Sighting,47.5918579,-122.3073837,"(47.6837523975799, -122.278644190763)"
Marshawn Lynch Sighting,47.598124,-122.2956085,"(47.6700613284354, -122.294578568674)"
Marshawn Lynch Sighting,47.61154433,-122.3087238,"(47.6955065826706, -122.28739074265)"
Marshawn Lynch Sighting,47.60211987,-122.3072254,"(47.6777271368891, -122.315043414589)"
Marshawn Lynch Sighting,47.59758781,-122.304452,"(47.6820322315429, -122.34404304188)"
Marshawn Lynch Sighting,47.60071154,-122.2904425,"(47.6955489818701, -122.342605274972)"
Marshawn Lynch Sighting,47.58734889,-122.3091129,"(47.6959980773929, -122.312462194872)"
Marshawn Lynch Sighting,47.60695707,-122.305866,"(47.6808928587892, -122.335348982994)"
Marshawn Lynch Sighting,47.59252286,-122.3000012,"(47.6973604529828, -122.308262428053)"
Marshawn Lynch Sighting,47.58756523,-122.2912038,"(47.6923917979321, -122.293990412632)"
Marshawn Lynch Sighting,47.60357101,-122.2959461,"(47.676581723734, -122.301440055961)"
Marshawn Lynch Sighting,47.59037765,-122.2918124,"(47.6813102348682, -122.349991233715)"
Marshawn Lynch Sighting,47.59590563,-122.2980417,"(47.6953469974123, -122.315999669363)"
Marshawn Lynch Sighting,47.59414247,-122.29429,"(47.6887601368521, -122.316371769942)"
Marshawn Lynch Sighting,47.59923041,-122.2947822,"(47.6994050783895, -122.293537403786)"
Marshawn Lynch Sighting,47.61355365,-122.3005265,"(47.697670879841, -122.335271530209)"
Marshawn Lynch Sighting,47.60270856,-122.2957165,"(47.6836218480318, -122.315416136162)"
Marshawn Lynch Sighting,47.58511436,-122.2959703,"(47.69439864378, -122.349151731823)"
Marshawn Lynch Sighting,47.59145815,-122.2977235,"(47.6924239723089, -122.302293631477)"
Marshawn Lynch Sighting,47.60119752,-122.3092538,"(47.6989491071775, -122.355000385146)"
Marshawn Lynch Sighting,47.58785512,-122.2993854,"(47.6773120620205, -122.371236880716)"
Marshawn Lynch Sighting,47.5974111,-122.3019351,"(47.6767016290875, -122.317750680244)"
Marshawn Lynch Sighting,47.61330373,-122.3042007,"(47.6778540227704, -122.371804600243)"
Marshawn Lynch Sighting,47.60395475,-122.3064592,"(47.6814989901693, -122.326289249443)"
Marshawn Lynch Sighting,47.6060543,-122.2971107,"(47.6890569888409, -122.341794702541)"
Marshawn Lynch Sighting,47.59653416,-122.2949112,"(47.6837998396048, -122.374816074408)"
Marshawn Lynch Sighting,47.58990849,-122.3081235,"(47.6848089765103, -122.353112249348)"
Marshawn Lynch Sighting,47.59183269,-122.3056637,"(47.6805481229447, -122.369436003578)"
Marshawn Lynch Sighting,47.60343918,-122.2928498,"(47.6862855109319, -122.340670967677)"
Marshawn Lynch Sighting,47.59774303,-122.3011725,"(47.6714865256916, -122.303868712329)"
Marshawn Lynch Sighting,47.60743169,-122.2904332,"(47.69572397032, -122.353867216306)"
Marshawn Lynch Sighting,47.6012065,-122.309633,"(47.6913599924005, -122.341798677867)"
Marshawn Lynch Sighting,47.59889888,-122.3034713,"(47.6887171502193, -122.346922682663)"
Marshawn Lynch Sighting,47.61182516,-122.2989949,"(47.6904759651852, -122.346204262746)"
Marshawn Lynch Sighting,47.59098654,-122.2919858,"(47.6981913008264, -122.355424585499)"
Marshawn Lynch Sighting,47.60323823,-122.299169,"(47.6772093209242, -122.298096893506)"
Marshawn Lynch Sighting,47.61287353,-122.3012174,"(47.6912296461842, -122.277717974705)"
Marshawn Lynch Sighting,47.60249575,-122.2951596,"(47.6844152388375, -122.360459573885)"
Marshawn Lynch Sighting,47.59556307,-122.3053792,"(47.6772554725934, -122.307024716432)"
Marshawn Lynch Sighting,47.59016358,-122.2930995,"(47.698949809527, -122.376122663115)"
Marshawn Lynch Sighting,47.59238533,-122.307122,"(47.693162192276, -122.296290472368)"
Marshawn Lynch Sighting,47.61474405,-122.3060533,"(47.6933094256413, -122.348594969773)"
Marshawn Lynch Sighting,47.60644757,-122.3011202,"(47.6866446680678, -122.292716679099)"
Marshawn Lynch Sighting,47.60372065,-122.2966923,"(47.677443769227, -122.314766568859)"
Marshawn Lynch Sighting,47.60642484,-122.2919199,"(47.6977572925179, -122.324177590726)"
Marshawn Lynch Sighting,47.59905383,-122.2916849,"(47.6949668065325, -122.343603884438)"
Marshawn Lynch Sighting,47.60817271,-122.2985798,"(47.6779546057362, -122.359823029239)"
Marshawn Lynch Sighting,47.58831021,-122.3029679,"(47.693358668656, -122.378259280216)"
Marshawn Lynch Sighting,47.61329134,-122.3056348,"(47.6788604514883, -122.312958749547)"
Marshawn Lynch Sighting,47.60409727,-122.3083704,"(47.6953265770404, -122.309963766376)"
Marshawn Lynch Sighting,47.59298637,-122.292478,"(47.6896770134265, -122.35369811425)"
Marshawn Lynch Sighting,47.60267329,-122.2928552,"(47.6859655994077, -122.364365947938)"
Marshawn Lynch Sighting,47.59445041,-122.3009309,"(47.6934641257155, -122.302665047724)"
Marshawn Lynch Sighting,47.59568044,-122.2947258,"(47.6779326642097, -122.377085829787)"
Marshawn Lynch Sighting,47.58996978,-122.3034227,"(47.6997848852009, -122.329976946151)"
Marshawn Lynch Sighting,47.59199296,-122.2957628,"(47.6794343519162, -122.277029118506)"
Marshawn Lynch Sighting,47.60793115,-122.3012314,"(47.671867754061, -122.347869486193)"
Marshawn Lynch Sighting,47.59760633,-122.3072861,"(47.6806609807992, -122.342996685689)"
Marshawn Lynch Sighting,47.6004563,-122.308537,"(47.6850881093335, -122.328338124899)"
Marshawn Lynch Sighting,47.59393249,-122.3085819,"(47.6994578443648, -122.288270860791)"
Marshawn Lynch Sighting,47.61333705,-122.2987874,"(47.6961898945191, -122.329665004878)"
Marshawn Lynch Sighting,47.60899085,-122.296011,"(47.6949721341129, -122.335850945048)"
Marshawn Lynch Sighting,47.6039247,-122.2954008,"(47.6721990335015, -122.295386898237)"
Marshawn Lynch Sighting,47.59371516,-122.2939091,"(47.6887442739695, -122.289371844229)"
Marshawn Lynch Sighting,47.58961784,-122.307225,"(47.6880390966355, -122.308265099169)"
Marshawn Lynch Sighting,47.59181491,-122.293537,"(47.6707762398573, -122.328224544766)"
Marshawn Lynch Sighting,47.61003943,-122.2928052,"(47.6707314193891, -122.28162790003)"
Marshawn Lynch Sighting,47.59633418,-122.3031029,"(47.6975017012589, -122.29899164888)"
Marshawn Lynch Sighting,47.6027907,-122.3082022,"(47.6972272793083, -122.327074412999)"
Marshawn Lynch Sighting,47.60321009,-122.3059869,"(47.6862828006504, -122.302897411628)"
Marshawn Lynch Sighting,47.58875531,-122.3095499,"(47.675195972327, -122.280105307779)"
Marshawn Lynch Sighting,47.59240364,-122.3021976,"(47.6925672278559, -122.33830374718)"
Marshawn Lynch Sighting,47.58945716,-122.3066207,"(47.6713733484034, -122.375804659535)"
Marshawn Lynch Sighting,47.60122568,-122.2935567,"(47.686880051348, -122.314196001532)"
Seal Attack,47.5802,-122.287,"(47.6750071870132, -122.286991586659)"
Seal Attack,47.62024096,-122.43027,"(47.6821421952776, -122.302717370042)"
Seal Attack,47.58729367,-122.4089382,"(47.6936236642855, -122.321411107592)"
Seal Attack,47.62364184,-122.4105628,"(47.6782007342105, -122.316004725052)"
Seal Attack,47.59352085,-122.3809319,"(47.6787998561792, -122.304466860246)"
Seal Attack,47.57853064,-122.3951546,"(47.680415723431, -122.316594051956)"
Seal Attack,47.61204293,-122.4108575,"(47.6970638447926, -122.287834443398)"
Seal Attack,47.58330116,-122.3715692,"(47.6868042656266, -122.354494701254)"
Seal Attack,47.61035336,-122.3718815,"(47.6971697502764, -122.307655060325)"
Seal Attack,47.5903967,-122.3726225,"(47.6965572112378, -122.376245819173)"
Seal Attack,47.58487775,-122.375747,"(47.6719784836321, -122.349716305701)"
Seal Attack,47.61129516,-122.3911859,"(47.6755112460883, -122.276873776731)"
Seal Attack,47.60447835,-122.4072196,"(47.6865267080058, -122.354679905818)"
Seal Attack,47.59740699,-122.4185371,"(47.6842863652573, -122.374272629588)"
Seal Attack,47.60569412,-122.3814805,"(47.6865459945859, -122.323326003518)"
Seal Attack,47.59145736,-122.4053891,"(47.6990774169662, -122.29166573295)"
Seal Attack,47.57768812,-122.3901053,"(47.6720221423646, -122.357546390095)"
Seal Attack,47.61525921,-122.4084183,"(47.689570062997, -122.351722886742)"
